plate,state,license_type,summons_number,issue_date,hour,min,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,borough,issuing_agency,violation_status,summons_image,weekday,year,month,day,address,vehicle_body_type,vehicle_year,latitude,longitude
JLN4400,NY,PAS,1473186407,2021-09-08,24,38P,FIRE HYDRANT,NA,115,0,0,115,0,0,001,Manhattan,POLICE DEPARTMENT,ADMIN CLAIM GRANTED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wMTZSVFJPYWxGM1RuYzlQUT09&locationName=_____________________),Wednesday,2021,9,8,"107 THOMSON ,   , NY",NA,2019,40.7258857,-74.0022225
47BG12,NY,PAS,1474367203,2021-08-22,12,35A,FIRE HYDRANT,NA,115,0,0,115,0,0,026,Manhattan,POLICE DEPARTMENT,ADMIN CLAIM GRANTED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wNUVUVEpPZWtsM1RYYzlQUT09&locationName=_____________________),Sunday,2021,8,22,"0 I/O W 130 ST ,  CONVENT AVE , NY",NA,0,40.81507,-73.952974
JBN4205,NY,PAS,1484244916,2021-09-25,18,38P,FIRE HYDRANT,NA,115,0,0,115,0,0,037,Manhattan,POLICE DEPARTMENT,ADMIN CLAIM GRANTED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNUVTVEJPUkd0NFRtYzlQUT09&locationName=_____________________),Saturday,2021,9,25,"738 W 173 ST ,   , NY",NA,0,40.8460343,-73.9423274
80BG58,NY,PAS,2000667521,2021-09-30,9,00A,FIRE HYDRANT,NA,115,0,0,115,0,0,017,Manhattan,DEPARTMENT OF SANITATION,ADMIN CLAIM GRANTED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMUVXVEpPZWxWNVRWRTlQUT09&locationName=_____________________),Thursday,2021,9,30,"453 EAST 58 STREET ,   , NY",MOPD,0,40.7582907,-73.9602516
41BG14,NY,PAS,2003124755,2021-10-27,3,22A,FIRE HYDRANT,NA,115,0,0,115,0,0,104,Queens,DEPARTMENT OF SANITATION,ADMIN CLAIM GRANTED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMTZSWGxPUkdNeFRsRTlQUT09&locationName=_____________________),Wednesday,2021,10,27,"512 FAIRVIEW AVENUE ,   , NY",MOPD,0,40.708198,-73.9085606
KGL4999,NY,PAS,8943089065,2021-08-19,13,22P,FIRE HYDRANT,NA,115,0,0,115,0,0,019,Manhattan,TRAFFIC,ADMIN CLAIM GRANTED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMTZRVFJQVkVFeVRsRTlQUT09&locationName=_____________________),Thursday,2021,8,19,"W 3rd Ave ,  6ft S/of E 91st St , NY",SUBN,2008,40.761263,-73.9668152
HPZ4088,NY,PAS,1481934820,2021-07-11,2,35A,FIRE HYDRANT,NA,115,0,0,115,0,0,115,Queens,POLICE DEPARTMENT,ADMIN CLAIM GRANTED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMVVhM3BPUkdkNVRVRTlQUT09&locationName=_____________________),Sunday,2021,7,11,"33-24 104 STREET ,   , NY",SDN,0,40.7569204,-73.864683
HMU8968,NY,PAS,1484367741,2021-07-18,1,10A,FIRE HYDRANT,NA,115,0,0,115,0,0,000,Queens,POLICE DEPARTMENT,ADMIN CLAIM GRANTED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNUVUVEpPZW1Nd1RWRTlQUT09&locationName=_____________________),Sunday,2021,7,18,"71-43 71 ST ,   , NY",SUBN,2016,40.7033793,-73.8803748
HVK4494,NY,PAS,1484106120,2021-06-25,22,42P,FIRE HYDRANT,NA,115,0,0,115,0,0,043,Bronx,OTHER/UNKNOWN AGENCIES,ADMIN CLAIM GRANTED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNUVSWGRPYWtWNVRVRTlQUT09&locationName=_____________________),Friday,2021,6,25,"99 METROPOLITAN OVAL ,   , NY",NA,2021,40.8383764,-73.8609732
HNW6392,NY,PAS,1484354473,2021-08-01,12,16A,FIRE HYDRANT,NA,115,0,0,115,0,0,104,Manhattan,POLICE DEPARTMENT,ADMIN CLAIM GRANTED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNUVUVEZPUkZFelRYYzlQUT09&locationName=_____________________),Sunday,2021,8,1,"2201 HIMROD STREET ,   , NY",SDN,2016,40.712049,-73.908147
KLW2888,NY,PAS,2002863659,2021-08-16,11,54A,FIRE HYDRANT,NA,115,0,0,115,0,0,110,Queens,DEPARTMENT OF SANITATION,ADMIN CLAIM GRANTED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMXFaekpOZWxreFQxRTlQUT09&locationName=_____________________),Monday,2021,8,16,"80-42 47 AVENUE ,   , NY",4DSD,0,40.7406243,-73.8833238
GKN1910,NY,PAS,8787945551,2021-07-09,9,51A,FIRE HYDRANT,NA,115,0,0,115,0,0,122,Staten Island,TRAFFIC,ADMIN CLAIM GRANTED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FNTZhekJPVkZVeFRWRTlQUT09&locationName=_____________________),Friday,2021,7,9,"349 Thomas St ,   , NY",4DSD,2012,40.5695542,-74.1397318
JAZ9174,NY,PAS,8983436918,2021-09-15,9,16A,FIRE HYDRANT,NA,115,0,0,115,0,0,078,Brooklyn,TRAFFIC,ADMIN CLAIM GRANTED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMTZVWHBPYW10NFQwRTlQUT09&locationName=_____________________),Wednesday,2021,9,15,"463 5th Ave ,   , NY",SUBN,2018,40.7522217,-73.9813552
JKB1426,NY,PAS,8955713745,2021-09-29,20,43P,FIRE HYDRANT,NA,115,0,0,115,0,0,030,Manhattan,TRAFFIC,ADMIN CLAIM GRANTED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VNVVZM2hOZW1Nd1RsRTlQUT09&locationName=_____________________),Wednesday,2021,9,29,"527 W 143rd St ,   , NY",4DSD,2017,40.8249549,-73.9503789
GRN4977,NY,PAS,8976258812,2021-07-18,8,23A,FIRE HYDRANT,NA,115,0,0,0,115,0,063,Brooklyn,TRAFFIC,APPEAL ABANDONED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNXFTVEZQUkdkNFRXYzlQUT09&locationName=_____________________),Sunday,2021,7,18,"994 E 31st St ,   , NY",4DSD,2013,40.626992,-73.9461974
KGR8576,NY,PAS,8881112966,2021-09-17,2,31A,FIRE HYDRANT,NA,115,0,0,0,0,115,023,Manhattan,TRAFFIC,APPEAL ABANDONED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMVVSWGhOYW1zeVRtYzlQUT09&locationName=_____________________),Friday,2021,9,17,"335 E 111th St ,   , NY",4DSD,2009,40.7931091,-73.9380487
GST9785,NY,PAS,8921625732,2021-07-23,13,55P,FIRE HYDRANT,NA,115,0,0,0,0,115,005,Manhattan,TRAFFIC,APPEAL ABANDONED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVVMVVXWGxPVkdONlRXYzlQUT09&locationName=_____________________),Friday,2021,7,23,"215 Centre St ,   , NY",4DSD,2014,40.7194599,-73.9991797
GUZ8896,NY,PAS,8942483306,2021-09-09,6,35A,FIRE HYDRANT,NA,115,0,0,0,0,115,028,Manhattan,TRAFFIC,APPEAL ABANDONED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMXFVVFJOZWsxM1RtYzlQUT09&locationName=_____________________),Thursday,2021,9,9,"145 W 131st St ,   , NY",SUBN,2021,40.812458,-73.94425
HXY4736,NY,PAS,8951024234,2021-07-18,8,20A,FIRE HYDRANT,NA,115,0,0,0,115,0,024,Manhattan,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMVVRWGxPUkVsNlRrRTlQUT09&locationName=_____________________),Sunday,2021,7,18,"318 W 88th St ,   , NY",SUBN,2018,40.79043,-73.9779869
JEG2597,NY,PAS,8943777553,2021-07-23,24,00P,FIRE HYDRANT,NA,115,0,0,0,115,0,019,Manhattan,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMTZZek5PZWxVeFRYYzlQUT09&locationName=_____________________),Friday,2021,7,23,"213 E 88th St ,   , NY",SUBN,2018,40.7799616,-73.952032
BCT7978,NY,PAS,8912507989,2021-07-31,8,27A,FIRE HYDRANT,NA,115,0,0,0,115,0,014,Manhattan,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFMXFWWGRPZW1zMFQxRTlQUT09&locationName=_____________________),Saturday,2021,7,31,"9 E 29th St ,   , NY",SUBN,2016,40.745362,-73.9864412
JCG3189,NY,PAS,8986883880,2021-07-06,8,57A,FIRE HYDRANT,NA,115,0,0,0,115,0,083,Brooklyn,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFaelJOZW1jMFRVRTlQUT09&locationName=_____________________),Tuesday,2021,7,6,"1421 Hancock St ,   , NY",4DSD,2009,40.6962331,-73.9075299
CBU6302,NY,PAS,8883374198,2021-09-09,16,20P,FIRE HYDRANT,NA,115,0,0,0,115,0,114,Queens,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMTZUVE5PUkVVMVQwRTlQUT09&locationName=_____________________),Thursday,2021,9,9,"N 37th Ave ,  10ft E/of 60th St , NY",SUBN,2006,40.7500477,-73.881523
KEN8299,NY,PAS,8963922923,2021-09-29,14,12P,FIRE HYDRANT,NA,115,0,0,0,115,0,049,Bronx,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMTZhM2xOYW10NVRYYzlQUT09&locationName=_____________________),Wednesday,2021,9,29,"W Radcliff Ave ,  20ft S/of Morris Par , NY",4DSD,2018,40.8477289,-73.8570884
HVY5881,NY,PAS,8996526678,2021-09-30,21,49P,FIRE HYDRANT,NA,115,0,0,0,115,0,062,Brooklyn,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNXFWWGxPYWxrelQwRTlQUT09&locationName=_____________________),Thursday,2021,9,30,"2203 Emmons Ave ,   , NY",4DSD,2018,40.5841857,-73.945961
HEB7736,NY,PAS,1483313748,2021-08-29,21,36P,FIRE HYDRANT,NA,115,0,0,0,0,115,049,Bronx,POLICE DEPARTMENT,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMTZUWGhOZW1Nd1QwRTlQUT09&locationName=_____________________),Sunday,2021,8,29,"1415 ALLERTON AVENUE ,   , NY",SDN,2015,40.8654763,-73.8454212
HRJ1770,NY,PAS,1483281152,2021-08-20,2,00A,FIRE HYDRANT,NA,115,0,0,0,115,0,045,Bronx,POLICE DEPARTMENT,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMTZTVFJOVkVVeFRXYzlQUT09&locationName=_____________________),Friday,2021,8,20,"817 QUINCY AVE ,   , NY",SUBN,2014,40.826991,-73.8268928
HEB7736,NY,PAS,1483315708,2021-06-24,22,49P,FIRE HYDRANT,NA,115,0,0,0,0,115,049,Bronx,POLICE DEPARTMENT,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMTZUWGhPVkdOM1QwRTlQUT09&locationName=_____________________),Thursday,2021,6,24,"1415 ALLERTON AVE ,   , NY",SDN,2015,40.8654763,-73.8454212
KEX4016,NY,PAS,2002703279,2021-07-29,9,30A,FIRE HYDRANT,NA,115,0,0,0,0,115,040,Bronx,DEPARTMENT OF SANITATION,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMXFZM2ROZWtrelQxRTlQUT09&locationName=_____________________),Thursday,2021,7,29,"0 N/S of EAST 160 STRE ,  ET 100' W/O TRINITY , NY",SUBN,2016,40.8097006,-73.9518074
HEA5772,NY,PAS,8796045267,2021-07-05,14,29P,FIRE HYDRANT,NA,115,0,0,0,115,0,115,Queens,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5VNXFRVEJPVkVreVRuYzlQUT09&locationName=_____________________),Monday,2021,7,5,"89-01 Roosevelt Ave ,   , NY",SUBN,2018,40.748591,-73.877298
HHC6911,NY,PAS,8811245138,2021-07-09,7,57A,FIRE HYDRANT,NA,115,0,0,0,115,0,123,Staten Island,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFMVVTVEJPVkVWNlQwRTlQUT09&locationName=_____________________),Friday,2021,7,9,"123 Cardiff St ,   , NY",SUBN,2017,40.546639,-74.197745
HSE7740,NY,PAS,8829478076,2021-07-19,6,48A,FIRE HYDRANT,NA,115,0,0,0,115,0,100,Queens,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVOVVVVE5QUkVFelRtYzlQUT09&locationName=_____________________),Monday,2021,7,19,"W Beach 77th St ,  45ft N/of Beach Chan , NY",SUBN,2021,40.5883155,-73.8043362
HJL8529,NY,PAS,8931688398,2021-07-10,8,40A,FIRE HYDRANT,NA,115,0,0,0,115,0,018,Manhattan,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrMVVXVFJQUkUwMVQwRTlQUT09&locationName=_____________________),Saturday,2021,7,10,"N W 59th St ,  25ft W/of 10th Ave , NY",SUBN,2019,40.7428202,-74.0077185
HWB1118,NY,PAS,8751197893,2021-10-16,6,37A,FIRE HYDRANT,NA,115,0,0,0,0,115,046,Bronx,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VMVVSVFZPZW1jMVRYYzlQUT09&locationName=_____________________),Saturday,2021,10,16,"W Creston Ave ,  5ft S/of E 179th St , NY",SUBN,0,40.8608531,-73.8991836
HKM2782,NY,PAS,8785672191,2021-09-16,6,11A,FIRE HYDRANT,NA,115,0,0,0,115,0,103,Queens,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FNVVXVE5OYWtVMVRWRTlQUT09&locationName=_____________________),Thursday,2021,9,16,"N 89th Ave ,  1ft W/of 201st St , NY",4DSD,2005,40.7105459,-73.7871163
EJT1975,NY,PAS,8796646950,2021-10-12,13,17P,FIRE HYDRANT,NA,115,0,0,0,115,0,106,Queens,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5VNXFXVEJPYW1zeFRVRTlQUT09&locationName=_____________________),Tuesday,2021,10,12,"149-48 Raleigh St ,   , NY",4DSD,2020,40.6695486,-73.8371164
KPH7151,NY,PAS,8823030717,2021-07-27,6,04A,FIRE HYDRANT,NA,115,0,0,0,115,0,032,Manhattan,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMTZRWHBOUkdONFRuYzlQUT09&locationName=_____________________),Tuesday,2021,7,27,"N W 143rd St ,  30ft W/of Adam Clayt , NY",4DSD,2021,40.821956900000004,-73.9438284
EWU5610,NY,PAS,8790759643,2021-09-01,14,24P,FIRE HYDRANT,NA,115,0,0,0,0,115,020,Manhattan,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5VMUVZekZQVkZrd1RYYzlQUT09&locationName=_____________________),Wednesday,2021,9,1,"25 W 64th St ,   , NY",4DSD,2010,40.7718049,-73.9806843
HTD3427,NY,PAS,8796049935,2021-07-30,15,23P,FIRE HYDRANT,NA,115,0,0,0,0,115,115,Queens,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5VNXFRVEJQVkd0NlRsRTlQUT09&locationName=_____________________),Friday,2021,7,30,"82-19 83rd St ,   , NY",4DSD,2017,40.7187705,-73.8700581
KRB7470,NY,PAS,8796046480,2021-07-10,24,48P,FIRE HYDRANT,NA,115,0,0,0,115,0,115,Queens,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5VNXFRVEJPYWxFMFRVRTlQUT09&locationName=_____________________),Saturday,2021,7,10,"93-19 94th St ,   , NY",SUBN,2019,40.752970500000004,-73.8735114
GMS2457,NY,PAS,8820549256,2021-09-27,14,25P,FIRE HYDRANT,NA,115,0,0,0,0,115,104,Queens,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVMUVWVEJQVkVreFRtYzlQUT09&locationName=_____________________),Monday,2021,9,27,"57-18 69th Pl ,   , NY",4DSD,0,40.725732,-73.894499
EVG7809,NY,PAS,8840434549,2021-07-07,6,58A,FIRE HYDRANT,NA,115,0,0,0,115,0,102,Queens,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMUVVWHBPUkZVd1QxRTlQUT09&locationName=_____________________),Wednesday,2021,7,7,"8385 116th St ,   , NY",4DSD,2015,40.7040496,-73.8353707
JPH4142,NY,PAS,8854782312,2021-09-28,15,45P,FIRE HYDRANT,NA,115,0,0,0,115,0,019,Manhattan,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNUVZelJOYWsxNFRXYzlQUT09&locationName=_____________________),Tuesday,2021,9,28,"168 E 95th St ,   , NY",SUBN,2020,40.784763,-73.9508521
KMN3913,NY,PAS,8897734406,2021-07-16,15,59P,FIRE HYDRANT,NA,115,0,0,0,115,0,009,Manhattan,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VNTZZM3BPUkZGM1RtYzlQUT09&locationName=_____________________),Friday,2021,7,16,"232 E 11th St ,   , NY",4DSD,2008,40.7306066,-73.987304
GTE1144,NY,PAS,8839943213,2021-07-14,7,24A,FIRE HYDRANT,NA,115,0,0,0,115,0,107,Queens,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrOVVhekJOZWtsNFRYYzlQUT09&locationName=_____________________),Wednesday,2021,7,14,"W 82nd Dr ,  20ft S/of Parsons Bl , NY",SUBN,2018,40.7851039,-73.9769031
EWB2085,NY,PAS,8848843025,2021-10-14,8,48A,FIRE HYDRANT,NA,115,0,0,0,0,115,109,Queens,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FOUVaekJOZWtGNVRsRTlQUT09&locationName=_____________________),Thursday,2021,10,14,"W 169th St ,  20ft S/of 17th Rd , NY",SUBN,2015,40.8402731,-73.9273962
JPK7133,NY,PAS,8855706780,2021-08-10,11,05A,FIRE HYDRANT,NA,115,0,0,0,115,0,112,Queens,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNVVZM2RPYW1NMFRVRTlQUT09&locationName=_____________________),Tuesday,2021,8,10,"71-18 Austin St ,   , NY",SUBN,2020,40.7196868,-73.8442537
EVR1762,NY,PAS,8843621567,2021-09-14,21,14P,FIRE HYDRANT,NA,115,0,0,0,115,0,019,Manhattan,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMTZXWGxOVkZVeVRuYzlQUT09&locationName=_____________________),Tuesday,2021,9,14,"E 1st Ave ,  70ft N/of E 80th St , NY",SUBN,2018,40.775688,-73.958154
HFL1637,NY,PAS,8856485679,2021-08-23,6,33A,FIRE HYDRANT,NA,115,0,0,0,0,115,075,Brooklyn,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNXFVVFJPVkZrelQxRTlQUT09&locationName=_____________________),Monday,2021,8,23,"300 Wortman Ave ,   , NY",4DSD,2019,40.6578562,-73.8818157
JKP4977,NY,PAS,8856493639,2021-09-22,6,09A,FIRE HYDRANT,NA,115,0,0,0,0,115,062,Brooklyn,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNXFVVFZOZWxsNlQxRTlQUT09&locationName=_____________________),Wednesday,2021,9,22,"42 Bay 34th St ,   , NY",SUBN,2003,40.5993987,-73.9918869
KEE9157,NY,PAS,8858831469,2021-09-18,7,32A,FIRE HYDRANT,NA,115,0,0,0,0,115,032,Manhattan,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VOUVaM3BOVkZFeVQxRTlQUT09&locationName=_____________________),Saturday,2021,9,18,"611 Lenox Ave ,   , NY",SUBN,2011,40.8178207,-73.9384804
GAX4928,NY,PAS,8898823502,2021-07-26,8,07A,FIRE HYDRANT,NA,115,0,0,0,115,0,009,Manhattan,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VOUVaM2xOZWxWM1RXYzlQUT09&locationName=_____________________),Monday,2021,7,26,"500 E 11th St ,   , NY",SUBN,2007,40.72828,-73.9816278
KKR3979,NY,PAS,8946734814,2021-07-28,14,04P,FIRE HYDRANT,NA,115,0,0,0,115,0,024,Manhattan,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNXFZM3BPUkdkNFRrRTlQUT09&locationName=_____________________),Wednesday,2021,7,28,"2707 Broadway ,   , NY",4DSD,2010,40.7995038,-73.968717
KMC7966,NY,PAS,8947472864,2021-07-26,10,01A,FIRE HYDRANT,NA,115,0,0,0,115,0,028,Manhattan,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNTZVVE5OYW1jeVRrRTlQUT09&locationName=_____________________),Monday,2021,7,26,"320 W 111th St ,   , NY",CONV,2008,40.8016005,-73.9589176
HZA5306,NY,PAS,8901656152,2021-07-30,8,40A,FIRE HYDRANT,NA,115,0,0,0,115,0,094,Brooklyn,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwMVVXVEZPYWtVeFRXYzlQUT09&locationName=_____________________),Friday,2021,7,30,"133 Sutton St ,   , NY",SUBN,2018,40.7271563,-73.9412179
GPK7271,NY,PAS,8904219838,2021-07-27,13,59P,FIRE HYDRANT,NA,115,0,0,0,115,0,107,Queens,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwNUVTWGhQVkdkNlQwRTlQUT09&locationName=_____________________),Tuesday,2021,7,27,"72-48 Main St ,   , NY",SUBN,2017,40.7253357,-73.8214877
KLT7337,NY,PAS,8905455372,2021-10-05,0,17A,FIRE HYDRANT,NA,115,0,0,0,115,0,075,Brooklyn,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwNVVVVEZPVkUwelRXYzlQUT09&locationName=_____________________),Tuesday,2021,10,5,"2319 Strauss St ,   , NY",4DSD,2021,40.6569743,-73.9131252
KKD1329,NY,PAS,8955671489,2021-07-07,22,03P,FIRE HYDRANT,NA,115,0,0,0,115,0,033,Manhattan,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VNVVXVE5OVkZFMFQxRTlQUT09&locationName=_____________________),Wednesday,2021,7,7,"574 W 176th St ,   , NY",4DSD,2017,40.8455662,-73.93532
JMS1067,NY,PAS,8944744889,2021-08-31,16,08P,FIRE HYDRANT,NA,115,0,0,0,115,0,019,Manhattan,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNUVZekJPUkdjMFQxRTlQUT09&locationName=_____________________),Tuesday,2021,8,31,"238 E 95th St ,   , NY",2DSD,2014,40.7835844,-73.947945
HNH2210,NY,PAS,8921478255,2021-07-31,13,46P,FIRE HYDRANT,NA,115,0,0,0,115,0,001,Manhattan,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVVMVVVVE5QUkVreFRsRTlQUT09&locationName=_____________________),Saturday,2021,7,31,"S W Houston St ,  10ft E/of Wooster St , NY",SUBN,2016,40.7280353,-74.0030307
JDS4712,NY,PAS,8904317423,2021-08-25,8,45A,FIRE HYDRANT,NA,115,0,0,0,115,0,115,Queens,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwNUVUWGhPZWxGNVRYYzlQUT09&locationName=_____________________),Wednesday,2021,8,25,"35-54 80th St ,   , NY",SUBN,2018,40.750015,-73.886533
KHA4157,NY,PAS,8889185170,2021-09-27,8,59A,FIRE HYDRANT,NA,115,0,0,0,0,115,103,Queens,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FOVVSVFJPVkVVelRVRTlQUT09&locationName=_____________________),Monday,2021,9,27,"155-02 90th Ave ,   , NY",4DSD,2011,40.7044365,-73.8017536
HTM3612,NY,PAS,8949320629,2021-07-12,13,15P,FIRE HYDRANT,NA,115,0,0,0,115,0,028,Manhattan,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOVVUWGxOUkZsNVQxRTlQUT09&locationName=_____________________),Monday,2021,7,12,"366 W 116th St ,   , NY",SUBN,2010,40.8051311,-73.9575964
JNB4748,NY,PAS,8895919786,2021-10-20,7,07A,FIRE HYDRANT,NA,115,0,0,0,0,115,069,Brooklyn,TRAFFIC,APPEAL AFFIRMED,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VNVVhM2hQVkdNMFRtYzlQUT09&locationName=_____________________),Wednesday,2021,10,20,"1616 E 92nd St ,   , NY",SUBN,0,40.6325577,-73.8951952
