plate,state,license_type,summons_number,issue_date,hour,min,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,borough,issuing_agency,violation_status,summons_image,weekday,year,month,day,address,latitude,longitude
JNX5966,NY,PAS,2003402111,2021-08-27,8,03A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,042,Bronx,DEPARTMENT OF SANITATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMTZVWGROYWtWNFRWRTlQUT09&locationName=_____________________),Friday,2021,8,27,"1228 SOUTHERN BOULEVARD ,   , NY",40.8294373,-73.8915452
JDX2261,NY,PAS,2003269400,2021-08-25,11,34A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,034,Manhattan,DEPARTMENT OF SANITATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMTZTVEpQVkZGM1RVRTlQUT09&locationName=_____________________),Wednesday,2021,8,25,"330 WADSWORTH AVENUE ,   , NY",40.8554326,-73.9312583
FHZ1654,NY,PAS,8839948340,2021-08-04,8,03A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,65,0,112,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrOVVhekJQUkUwd1RVRTlQUT09&locationName=_____________________),Wednesday,2021,8,4,"6750 Burns St ,   , NY",40.7221959,-73.854662
JCF8227,NY,PAS,8890383409,2021-09-27,10,01A,FRONT OR BACK PLATE MISSING,NA,65,0,0,0,0,65,115,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVUVFJOZWxGM1QxRTlQUT09&locationName=_____________________),Monday,2021,9,27,"102-19 34th Ave ,   , NY",40.7560088,-73.8656592
JPN4919,NY,PAS,8977082377,2021-08-19,9,41A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,069,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNTZRVFJOYWswelRuYzlQUT09&locationName=_____________________),Thursday,2021,8,19,"920 E 88th St ,   , NY",40.6387518,-73.9071165
KEP8533,NY,PAS,8861142930,2021-08-26,13,59P,SAFETY ZONE,NA,115,0,0,0,0,115,106,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMVVSVEJOYW10NlRVRTlQUT09&locationName=_____________________),Thursday,2021,8,26,"S 103rd Ave ,  10ft E/of 133rd St , NY",40.6855638,-73.8334203
KPM2706,NY,PAS,8983682917,2021-08-19,11,36A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,070,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMTZXVFJOYW10NFRuYzlQUT09&locationName=_____________________),Thursday,2021,8,19,"2317 Cortelyou Rd ,   , NY",40.6443368,-73.9549997
HBU2604,NY,PAS,5600932911,2021-07-29,10,35A,NO STANDING-SNOW EMERGENCY,NA,50,0,0,50,0,0,000,Manhattan,DEPARTMENT OF TRANSPORTATION,ADMIN REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGxSWmQwMUVhM3BOYW10NFRWRTlQUT09&locationName=_____________________),Thursday,2021,7,29,"0 NB Utica Avenue @ Cl ,  arendon Rd , NY",40.6444347,-73.9296689
JKY7287,NY,PAS,8995361050,2021-07-01,10,09A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,088,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVUVEpOVkVFeFRVRTlQUT09&locationName=_____________________),Thursday,2021,7,1,"301 Clermont Ave ,   , NY",40.688474,-73.9696381
KHA1481,NY,PAS,8905455591,2021-10-05,5,04A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,070,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwNVVVVEZPVkZVMVRWRTlQUT09&locationName=_____________________),Tuesday,2021,10,5,"1063 Flatbush Ave ,   , NY",40.6448913,-73.9577835
JMK7695,NY,PAS,8974994987,2021-09-09,7,02A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,062,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNUVhelZPUkdzMFRuYzlQUT09&locationName=_____________________),Thursday,2021,9,9,"2424 Cropsey Ave ,   , NY",40.5936332,-73.9950318
HXN1424,NY,PAS,8994041795,2021-08-29,24,35P,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,0,115,084,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVRVEJOVkdNMVRsRTlQUT09&locationName=_____________________),Sunday,2021,8,29,"N Willoughby St ,  30ft W/of Gold St , NY",40.6920869,-73.9826185
DJV7526,NY,PAS,8980784879,2021-10-07,24,39P,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,066,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMUVZelJPUkdjelQxRTlQUT09&locationName=_____________________),Thursday,2021,10,7,"1358 E 4th St ,   , NY",40.6175161,-73.9717768
KNF7619,NY,PAS,8829499742,2021-09-24,6,30A,FIRE HYDRANT,NA,115,0,0,0,0,115,102,Queens,TRAFFIC,HEARING ADJOURNMENT,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVVOVVVVFZQVkdNd1RXYzlQUT09&locationName=_____________________),Friday,2021,9,24,"8620 Park Ln South ,   , NY",40.6964144,-73.8584878
JGV9825,NY,PAS,8983842404,2021-10-19,13,30P,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,0,0,35,061,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMTZaekJOYWxGM1RrRTlQUT09&locationName=_____________________),Tuesday,2021,10,19,"W W 5th St ,  45ft N/of Avenue U , NY",40.6003676,-73.9424941
KHE2410,NY,PAS,8936729512,2021-09-07,16,35P,NO STANDING-BUS STOP,NA,115,0,0,0,0,115,018,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrNXFZM2xQVkZWNFRXYzlQUT09&locationName=_____________________),Tuesday,2021,9,7,"400 W 50th St ,   , NY",40.7635028,-73.989323
EUL3717,NY,PAS,8965725630,2021-08-07,16,19P,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,0,0,35,044,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNVVZM2xPVkZsNlRVRTlQUT09&locationName=_____________________),Saturday,2021,8,7,"82 E 167th St ,   , NY",40.835082,-73.9200227
FPB2183,NY,PAS,8811243166,2021-07-01,7,36A,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,120,Staten Island,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFMVVTVEJOZWtVeVRtYzlQUT09&locationName=_____________________),Thursday,2021,7,1,"39 Elizabeth St ,   , NY",40.7166521,-73.9970388
HUV1235,NY,PAS,8945837784,2021-08-27,3,00A,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,65,0,0,028,Manhattan,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNVVaM3BPZW1NMFRrRTlQUT09&locationName=_____________________),Friday,2021,8,27,"123 W 115th St ,   , NY",40.8020193,-73.9512054
KDE7251,NY,PAS,8941165854,2021-09-22,11,02A,NO PARKING-DAY/TIME LIMITS,NA,60,0,0,0,0,60,114,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMVVSVEpPVkdjeFRrRTlQUT09&locationName=_____________________),Wednesday,2021,9,22,"27-11 39th Ave ,   , NY",40.754266200000004,-73.9354635
DHF6281,NY,PAS,8984786342,2021-09-10,11,48A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,060,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNUVZelJPYWswd1RXYzlQUT09&locationName=_____________________),Friday,2021,9,10,"2537 West St ,   , NY",40.5875544,-73.9693662
KPU9142,NY,PAS,8947845371,2021-10-21,11,16A,FRONT OR BACK PLATE MISSING,NA,65,0,0,0,0,65,020,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNTZaekJPVkUwelRWRTlQUT09&locationName=_____________________),Thursday,2021,10,21,"90 Riverside Dr ,   , NY",40.7861882,-73.9809139
HEK7724,NY,PAS,8959978577,2021-07-01,24,13P,NO STANDING-EXC. TRUCK LOADING,NA,95,0,0,0,0,95,047,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VOVVhek5QUkZVelRuYzlQUT09&locationName=_____________________),Thursday,2021,7,1,"3560 White Plains Rd ,   , NY",40.8786466,-73.8651998
JLG1276,NY,PAS,8927977154,2021-09-13,16,10P,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,0,115,018,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVVNTZhek5PZWtVeFRrRTlQUT09&locationName=_____________________),Monday,2021,9,13,"10 W 46th St ,   , NY",40.7562634,-73.9800255
GSG5025,NY,PAS,8979342871,2021-08-20,14,56P,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,0,115,069,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wOVVUVEJOYW1jelRWRTlQUT09&locationName=_____________________),Friday,2021,8,20,"1431 Rockaway Pky ,   , NY",40.6451675,-73.9020794
HXA7226,NY,PAS,8911677437,2021-07-18,11,34A,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,115,0,014,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFMVVXVE5PZWxGNlRuYzlQUT09&locationName=_____________________),Sunday,2021,7,18,"52 W 27th St ,   , NY",40.7451266,-73.990641
KDT6844,NY,PAS,8961478266,2021-07-07,9,04A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,047,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMVVVVE5QUkVreVRtYzlQUT09&locationName=_____________________),Wednesday,2021,7,7,"3766 Willett Ave ,   , NY",40.8833814,-73.864258
FLJ3775,NY,PAS,8987539489,2021-09-11,11,16A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,088,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNTZWWHBQVkZFMFQxRTlQUT09&locationName=_____________________),Saturday,2021,9,11,"179 Park Ave ,   , NY",40.9624415,-73.812889
JKB9311,NY,PAS,8968438997,2021-07-23,0,30A,NO PARKING-DAY/TIME LIMITS,NA,60,0,0,0,0,60,048,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rOUVVWHBQUkdzMVRuYzlQUT09&locationName=_____________________),Friday,2021,7,23,"2327 Southern Blvd ,   , NY",40.8517627,-73.8826279
HDB7829,NY,PAS,8895263492,2021-07-17,8,00A,NO PARKING-DAY/TIME LIMITS,NA,65,0,0,0,0,65,007,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VNVVTVEpOZWxFMVRXYzlQUT09&locationName=_____________________),Saturday,2021,7,17,"146 Orchard St ,   , NY",40.7205062,-73.9886299
KKT5529,NY,PAS,8830435673,2021-07-09,9,22A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,120,Staten Island,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrMUVVWHBPVkZrelRYYzlQUT09&locationName=_____________________),Friday,2021,7,9,"N Hope Ave ,  20ft W/of Egbert Pl , NY",40.609281,-74.0667899
KNP2151,NY,PAS,8921483100,2021-08-24,13,16P,NO STANDING-BUS STOP,NA,115,0,0,0,0,115,005,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVVMVVVVFJOZWtWM1RVRTlQUT09&locationName=_____________________),Tuesday,2021,8,24,"220 Bowery ,   , NY",40.7219997,-73.9937922
HNB7371,NY,PAS,8719743865,2021-07-24,13,59P,FAIL TO DSPLY MUNI METER RECPT,NA,35,0,0,0,0,35,111,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFOVVZekJOZW1jeVRsRTlQUT09&locationName=_____________________),Saturday,2021,7,24,"214-20 43rd Ave ,   , NY",40.7613043,-73.7692517
FZT6619,NY,PAS,8840442868,2021-10-14,6,58A,NO PARKING-DAY/TIME LIMITS,NA,60,0,0,0,0,60,102,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMUVVVEJOYW1jeVQwRTlQUT09&locationName=_____________________),Thursday,2021,10,14,"9160 117th St ,   , NY",40.6937473,-73.8300364
KKR6561,NY,PAS,2003693099,2021-10-09,8,07A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,046,Bronx,DEPARTMENT OF SANITATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMTZXVFZOZWtFMVQxRTlQUT09&locationName=_____________________),Saturday,2021,10,9,"64 WEST BURNSIDE AVENUE ,   , NY",40.8541451,-73.9100826
HFZ1552,NY,PAS,8973831148,2021-08-20,6,51A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,062,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZaM3BOVkVVd1QwRTlQUT09&locationName=_____________________),Friday,2021,8,20,"2346 W 11th St ,   , NY",40.590297,-73.98142
KKB9152,NY,PAS,8976785915,2021-08-05,8,18A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,066,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNXFZelJPVkd0NFRsRTlQUT09&locationName=_____________________),Thursday,2021,8,5,"5227 New Utrecht Ave ,   , NY",40.6333184,-73.9950326
HJV5746,NY,PAS,8963399977,2021-10-07,10,33A,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,045,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMTZUVFZQVkdzelRuYzlQUT09&locationName=_____________________),Thursday,2021,10,7,"3092 Middletown Rd ,   , NY",40.8450245,-73.826337
KFM5158,NY,PAS,8955864930,2021-08-03,22,09P,SAFETY ZONE,NA,115,0,0,0,0,115,032,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VNVVaekpPUkd0NlRVRTlQUT09&locationName=_____________________),Tuesday,2021,8,3,"N Adam Clayton Powell ,  60ft W/of W 149th St , NY",40.8134365,-73.9451902
FLP4483,NY,PAS,8944130863,2021-09-30,9,00A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,028,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNUVSWHBOUkdjeVRYYzlQUT09&locationName=_____________________),Thursday,2021,9,30,"224 Lenox Ave ,   , NY",40.8052968,-73.9469535
GUE7927,NY,PAS,8777394112,2021-09-04,9,47A,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,115,0,032,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak0wNTZUVFZPUkVWNFRXYzlQUT09&locationName=_____________________),Saturday,2021,9,4,"126 W 127th St ,   , NY",40.8094415,-73.9459245
KKN6134,NY,PAS,8969348530,2021-08-12,6,25A,FIRE HYDRANT,NA,115,0,0,0,0,115,045,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rOVVUVEJQUkZWNlRVRTlQUT09&locationName=_____________________),Thursday,2021,8,12,"2443 Buck St ,   , NY",40.8412592,-73.8508427
KJW2433,NY,PAS,8959573012,2021-08-14,9,36A,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,0,115,049,Bronx,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VOVVWVE5OZWtGNFRXYzlQUT09&locationName=_____________________),Saturday,2021,8,14,"2198 Cruger Ave ,   , NY",40.8563311,-73.8663943
KFM1740,NY,PAS,8847547283,2021-10-20,9,02A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,052,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FNTZWVEJPZWtrMFRYYzlQUT09&locationName=_____________________),Wednesday,2021,10,20,"2546 Valentine Ave ,   , NY",40.8636881,-73.8946496
KDR8920,NY,PAS,8989190587,2021-09-15,7,27A,CROSSWALK,NA,115,0,0,0,0,115,075,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOVVSVFZOUkZVMFRuYzlQUT09&locationName=_____________________),Wednesday,2021,9,15,"E Elton St ,  0ft N/of Fulton St , NY",40.668147,-73.881968
KKM7636,NY,PAS,4741446566,2021-07-23,17,49P,PHTO SCHOOL ZN SPEED VIOLATION,NA,50,0,0,0,50,0,000,Bronx,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak1FMVVVVEJPYWxVeVRtYzlQUT09&locationName=_____________________),Friday,2021,7,23,"0 EB STORY AVE @ TAYLO ,  R AVE , NY",40.8235918,-73.863511
ASN4130,NY,PAS,8963668460,2021-07-19,10,08A,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,65,0,0,044,Bronx,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMTZXVEpQUkZFeVRVRTlQUT09&locationName=_____________________),Monday,2021,7,19,"S E 158th St ,  45ft E/of Grand Conc , NY",40.8223113,-73.9148502
JFZ6706,NY,PAS,8786070381,2021-08-10,9,04A,FIRE HYDRANT,NA,115,0,0,0,0,115,104,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5FNXFRVE5OUkUwMFRWRTlQUT09&locationName=_____________________),Tuesday,2021,8,10,"8126 67th St ,   , NY",40.7663871,-73.9625211
KKC2285,NY,PAS,8886906626,2021-08-27,11,19A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,079,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FNXFhM2RPYWxsNVRtYzlQUT09&locationName=_____________________),Friday,2021,8,27,"327 Franklin Ave ,   , NY",40.6881723,-73.956956
JCZ9966,NY,PAS,8869032565,2021-10-20,7,09A,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,0,115,048,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rOVVRWHBOYWxVeVRsRTlQUT09&locationName=_____________________),Wednesday,2021,10,20,"S E 189th St ,  145ft W/of Bathgate , NY",40.8582214,-73.887631
JHE8060,NY,PAS,8856524806,2021-10-05,15,12P,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,075,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNXFWWGxPUkdkM1RtYzlQUT09&locationName=_____________________),Tuesday,2021,10,5,"1152 Elton St ,   , NY",40.6563945,-73.874179
HGM5976,NY,PAS,8993733168,2021-06-30,15,06P,NO STANDING-EXC. TRUCK LOADING,NA,95,0,0,0,95,0,083,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMTZZM3BOZWtVeVQwRTlQUT09&locationName=_____________________),Wednesday,2021,6,30,"322 Irving Ave ,   , NY",40.6986692,-73.9139812
JBJ9695,NY,PAS,8842153620,2021-10-15,22,31P,FIRE HYDRANT,NA,115,0,0,0,0,115,040,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMXFSVEZOZWxsNVRVRTlQUT09&locationName=_____________________),Friday,2021,10,15,"105 Willis Ave ,   , NY",40.8055638,-73.9257166
KDT6353,NY,PAS,8846641050,2021-09-07,11,09A,FRONT OR BACK PLATE MISSING,NA,65,0,0,0,0,65,115,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FNXFXVEJOVkVFeFRVRTlQUT09&locationName=_____________________),Tuesday,2021,9,7,"30-25 92nd St ,   , NY",40.7609008,-73.8765551
KPM8461,NY,PAS,8907659151,2021-08-24,14,07P,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,0,115,103,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwNTZXVEZQVkVVeFRWRTlQUT09&locationName=_____________________),Tuesday,2021,8,24,"89-64 165th St ,   , NY",40.7060365,-73.7953845
KDY1329,NY,PAS,8877724948,2021-07-29,6,52A,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,65,0,108,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wNTZZM2xPUkdzd1QwRTlQUT09&locationName=_____________________),Thursday,2021,7,29,"53-41 52nd St ,   , NY",40.7459214,-73.9124641
KFM2593,NY,PAS,8848840279,2021-10-02,6,22A,INSP. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,111,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FOUVaekJOUkVrelQxRTlQUT09&locationName=_____________________),Saturday,2021,10,2,"S Station Rd ,  10ft E/of 190th St , NY",40.8557565,-73.9316556
KEM7365,NY,PAS,8854072140,2021-07-01,13,23P,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,0,115,112,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNUVRVE5OYWtVd1RVRTlQUT09&locationName=_____________________),Thursday,2021,7,1,"95-02 63rd Dr ,   , NY",40.729393,-73.862429
GSM1127,NY,PAS,8947483102,2021-09-30,11,08A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,024,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNTZVVFJOZWtWM1RXYzlQUT09&locationName=_____________________),Thursday,2021,9,30,"364 Cathedral Pky ,   , NY",40.801438,-73.9607918
GEF4931,NY,PAS,8554481744,2021-08-09,16,20P,NO STANDING-DAY/TIME LIMITS,NA,115,0,0,0,0,115,109,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1VNUVVVFJOVkdNd1RrRTlQUT09&locationName=_____________________),Monday,2021,8,9,"133-08 41st Rd ,   , NY",40.7565093,-73.830938
KDP1856,NY,PAS,8934770685,2021-07-15,9,47A,NO PARKING-STREET CLEANING,NA,65,0,0,0,0,65,013,Manhattan,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrNUVZek5OUkZrMFRsRTlQUT09&locationName=_____________________),Thursday,2021,7,15,"531 E 20th St ,   , NY",40.7339962,-73.9765346
JER4185,NY,PAS,8878714811,2021-08-23,20,22P,SAFETY ZONE,NA,115,0,0,0,0,115,114,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOUVZM2hPUkdkNFRWRTlQUT09&locationName=_____________________),Monday,2021,8,23,"9-24 Main Ave ,   , NY",40.7718859,-73.932848
JNL3982,NY,PAS,8803145898,2021-10-06,7,32A,FIRE HYDRANT,NA,115,0,0,0,0,115,102,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmQwMTZSVEJPVkdjMVQwRTlQUT09&locationName=_____________________),Wednesday,2021,10,6,"118-19 83rd Ave ,   , NY",40.7077657,-73.8347212
JPD3991,NY,PAS,8991525003,2021-07-19,15,53P,NO STANDING-EXC. TRUCK LOADING,NA,95,0,0,0,0,95,094,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMVVWWGxPVkVGM1RYYzlQUT09&locationName=_____________________),Monday,2021,7,19,"S N 3rd St ,  65ft E/of Bedford Av , NY",40.7114199,-73.9595303
KEY8770,NY,PAS,8929314740,2021-08-30,13,24P,FRONT OR BACK PLATE MISSING,NA,65,0,0,65,0,0,014,Manhattan,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVVOVVUWGhPUkdNd1RVRTlQUT09&locationName=_____________________),Monday,2021,8,30,"601 10th Ave ,   , NY",40.7896626,-73.9733334
GJP7513,NY,PAS,8984213123,2021-09-27,13,24P,REG. STICKER-EXPIRED/MISSING,NA,65,0,0,0,0,65,068,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNUVTWGhOZWtWNVRYYzlQUT09&locationName=_____________________),Monday,2021,9,27,"6309 New Utrecht Ave ,   , NY",40.6248414,-73.9971675
