plate,state,license_type,summons_number,issue_date,hour,min,violation,judgment_entry_date,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,borough,issuing_agency,violation_status,summons_image,weekday,year,month,day,vehicle_body_type,vehicle_year,house_street,geo_nyc_address,google_address,new_url,coordinates,lat,long
JNR3548,NY,PAS,1482720139,2021-07-17,6,35A,FIRE HYDRANT,NA,115,0,0,0,0,115,075,Brooklyn,POLICE DEPARTMENT,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMXFZM2xOUkVWNlQxRTlQUT09&locationName=_____________________),Saturday,2021,7,17,SUBN,2017,163 CLEVELAND,"135-41 37TH AVENUE, 0FT W/OF TRAFFIC AVE,BROOKLYN","135-41 37th Ave,0ft W/of Traffic Ave,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=135-41 37TH AVENUE, 0FT W/OF TRAFFIC AVE,BROOKLYN&size=50",,40.761656,-73.831821
JBH8241,NY,PAS,1482758430,2021-07-10,3,42A,FIRE HYDRANT,NA,115,0,0,0,0,115,075,Brooklyn,POLICE DEPARTMENT,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMXFZekZQUkZGNlRVRTlQUT09&locationName=_____________________),Saturday,2021,7,10,SUBN,2019,163 CLEVELAND ST,"3100 WEBSTER AVENUE, 40FT S/OF W 62ND STREET, BROOKLYN","3100 Webster Ave,40ft S/of W 62nd St,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=3100 WEBSTER AVENUE, 40FT S/OF W 62ND STREET, BROOKLYN&size=50",,40.870758,-73.876902
HNP3330,NY,PAS,1483035220,2021-05-15,6,54A,FIRE HYDRANT,NA,115,0,0,0,0,115,107,Queens,POLICE DEPARTMENT,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMTZRWHBPVkVsNVRVRTlQUT09&locationName=_____________________),Saturday,2021,5,15,NA,NA,NA,"1145 SOUTHERN BOULEVARD, 20FT W/OF EAST END A,QUEENS","1145 Southern Blvd,20ft W/of East End A,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=1145 SOUTHERN BOULEVARD, 20FT W/OF EAST END A,QUEENS&size=50",,40.827498,-73.892218
HRS9590,NY,PAS,1483056557,2021-03-25,20,24P,FIRE HYDRANT,NA,115,0,0,0,0,115,066,Brooklyn,POLICE DEPARTMENT,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMTZRVEZPYWxVeFRuYzlQUT09&locationName=_____________________),Thursday,2021,3,25,NA,NA,NA,"W 1ST AVENUE, 40FT N/OF CASTLE HIL,BROOKLYN","W 1st Ave,40ft N/of Castle Hil,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=W 1ST AVENUE, 40FT N/OF CASTLE HIL,BROOKLYN&size=50",,40.582378,-73.968337
KRN6027,NY,PAS,1484265830,2021-10-20,18,41P,FIRE HYDRANT,NA,115,0,0,0,0,115,034,Manhattan,POLICE DEPARTMENT,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNUVTVEpPVkdkNlRVRTlQUT09&locationName=_____________________),Wednesday,2021,10,20,NA,NA,NA,"5117 15TH AVENUE, 60FT E/OF 86TH AVE,MANHATTAN","5117 15th Ave,60ft E/of 86th Ave,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=5117 15TH AVENUE, 60FT E/OF 86TH AVE,MANHATTAN&size=50",,40.630732,-73.989044
GPB1611,NY,PAS,1484424165,2021-09-21,7,15A,FIRE HYDRANT,NA,115,0,0,0,0,115,104,Queens,POLICE DEPARTMENT,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNUVVWGxPUkVVeVRsRTlQUT09&locationName=_____________________),Tuesday,2021,9,21,SDN,2016,69-23 69 STREET,"N PELHAM PKWY N,20FT N/OF E FORDHAM,QUEENS","N Pelham Pkwy N,20ft N/of E Fordham,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=N PELHAM PKWY N,20FT N/OF E FORDHAM,QUEENS&size=50",,40.857709,-73.870161
JFH4004,NY,PAS,1484622716,2021-09-06,10,36A,FIRE HYDRANT,NA,115,0,0,0,0,115,019,Manhattan,OTHER/UNKNOWN AGENCIES,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNUVXWGxOYW1ONFRtYzlQUT09&locationName=_____________________),Monday,2021,9,6,SDN,2015,425 MAIN ST,"2562 DECATUR AVENUE, 5FT N/OF E 163RD STREET, MANHATTAN","2562 Decatur Ave,5ft N/of E 163rd St,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=2562 DECATUR AVENUE, 5FT N/OF E 163RD STREET, MANHATTAN&size=50",,40.862617,-73.890781
JLK6213,NY,PAS,1485087260,2021-10-01,10,52A,FIRE HYDRANT,NA,115,0,0,0,0,115,044,Bronx,POLICE DEPARTMENT,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNVVRVFJPZWtreVRVRTlQUT09&locationName=_____________________),Friday,2021,10,1,SUBN,2016,954 GERARD AVENUE,"928 MACE AVENUE, 20FT E/OF WEBSTERAVENUE, BRONX","928 Mace Ave,20ft E/of Webster Av,BRONX,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=928 MACE AVENUE, 20FT E/OF WEBSTERAVENUE, BRONX&size=50",,40.862136,-73.860254
T774802C,NY,PAS,1485237336,2021-10-31,2,14A,FIRE HYDRANT,NA,115,0,0,0,0,115,102,Queens,POLICE DEPARTMENT,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNVVTWHBPZWsxNlRtYzlQUT09&locationName=_____________________),Sunday,2021,10,31,NA,NA,NA,"310 E 149TH STREET, 10FT E/OF PUTNAM PLACE, QUEENS","310 E 149th St,10ft E/of Putnam Pl,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=310 E 149TH STREET, 10FT E/OF PUTNAM PLACE, QUEENS&size=50",,40.816732,-73.921211
FAY5052,NY,PAS,1485246337,2021-10-11,21,12P,FIRE HYDRANT,NA,115,0,0,0,0,115,102,Queens,POLICE DEPARTMENT,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNVVTVEJPYWsxNlRuYzlQUT09&locationName=_____________________),Monday,2021,10,11,SDN,2007,104-24 91 AVE,"19 KING STREET, 20FT N/OF ALLERTON A,QUEENS","19 King St,20ft N/of Allerton A,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=19 KING STREET, 20FT N/OF ALLERTON A,QUEENS&size=50",,40.727831,-74.00348
HUE9515,NY,PAS,1485961920,2021-10-24,1,26A,FIRE HYDRANT,NA,115,0,0,0,0,115,102,Queens,POLICE DEPARTMENT,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNVVhekpOVkd0NVRVRTlQUT09&locationName=_____________________),Sunday,2021,10,24,NA,NA,NA,"1766 CROSBY AVENUE, 15FT W/OF HUGHES AVE,QUEENS","1766 Crosby Ave,15ft W/of Hughes Ave,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=1766 CROSBY AVENUE, 15FT W/OF HUGHES AVE,QUEENS&size=50",,40.846872,-73.831885
KKM3721,NY,PAS,2000286835,2021-06-12,3,24A,FIRE HYDRANT,NA,115,0,0,0,0,115,102,Queens,DEPARTMENT OF SANITATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMUVTVFJPYW1kNlRsRTlQUT09&locationName=_____________________),Saturday,2021,6,12,NA,NA,NA,"546 86TH STREET, ST,QUEENS","546 86th St,ST,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=546 86TH STREET, ST,QUEENS&size=50",,40.620271,-74.024968
JDY9585,NY,PAS,2003038061,2021-09-28,4,09A,FIRE HYDRANT,NA,115,0,0,0,0,115,112,Queens,DEPARTMENT OF SANITATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMTZRWHBQUkVFeVRWRTlQUT09&locationName=_____________________),Tuesday,2021,9,28,4DSD,2007,0 N/S of 65 ROAD 10' E,"360 E 168TH STREET, 45FT N/OF 60TH ST,QUEENS","360 E 168th St,45ft N/of 60th St,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=360 E 168TH STREET, 45FT N/OF 60TH ST,QUEENS&size=50",,40.832631,-73.911917
KLG7625,NY,PAS,2003302300,2021-09-23,5,34A,FIRE HYDRANT,NA,115,0,0,0,0,115,046,Bronx,DEPARTMENT OF SANITATION,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMTZUWGROYWsxM1RVRTlQUT09&locationName=_____________________),Thursday,2021,9,23,4DSD,2018,1800 PALISADE PLACE,"2832 W 36TH STREET, STATE HOSPITAL ENTR,BRONX","2832 W 36th St,STATE HOSPITAL ENTR,BRONX,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=2832 W 36TH STREET, STATE HOSPITAL ENTR,BRONX&size=50",,40.576164,-74.002256
KGA5520,NY,PAS,8516139888,2021-09-14,13,55P,FIRE HYDRANT,NA,115,0,0,0,0,115,108,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVFNXFSWHBQVkdjMFQwRTlQUT09&locationName=_____________________),Tuesday,2021,9,14,SUBN,2017,E 27th St,"703 ROGERS AVENUE, 15FT N/OF ERICSON PLACE, QUEENS","703 Rogers Ave,15ft N/of Ericson Pl,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=703 ROGERS AVENUE, 15FT N/OF ERICSON PLACE, QUEENS&size=50",,40.654309,-73.952667
KHX9884,NY,PAS,8540979755,2021-07-13,8,13A,FIRE HYDRANT,NA,115,0,0,0,0,115,115,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk1FMUVhek5QVkdNeFRsRTlQUT09&locationName=_____________________),Tuesday,2021,7,13,2DSD,2009,34-42 74th St,"5019 AVENUE L,40FT S/OF 51ST AVENUE, QUEENS","5019 Avenue L,40ft S/of 51st Ave,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=5019 AVENUE L,40FT S/OF 51ST AVENUE, QUEENS&size=50",,40.623789,-73.926678
KEL3666,NY,PAS,8570624591,2021-03-30,0,54A,FIRE HYDRANT,NA,115,0,0,0,0,115,009,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wMUVXWGxPUkZVMVRWRTlQUT09&locationName=_____________________),Tuesday,2021,3,30,NA,NA,NA,"4014 6TH AVENUE, 20FT S/OF BLAKE AVE,MANHATTAN","4014 6th Ave,20ft S/of Blake Ave,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=4014 6TH AVENUE, 20FT S/OF BLAKE AVE,MANHATTAN&size=50",,40.649191,-74.002794
JCU5637,NY,PAS,8571870317,2021-03-26,8,17A,FIRE HYDRANT,NA,115,0,0,0,0,115,032,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wMVVaek5OUkUxNFRuYzlQUT09&locationName=_____________________),Friday,2021,3,26,NA,NA,NA,"1253 E 18TH STREET, 20FT S/OF COOPER TER,MANHATTAN","1253 E 18th St,20ft S/of Cooper Ter,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=1253 E 18TH STREET, 20FT S/OF COOPER TER,MANHATTAN&size=50",,40.619987,-73.957214
KLE1599,NY,PAS,8574590502,2021-07-29,5,50A,FIRE HYDRANT,NA,115,0,0,0,0,115,048,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNUVWVFZOUkZWM1RXYzlQUT09&locationName=_____________________),Thursday,2021,7,29,4DSD,2004,550 E 182nd St,"W 14TH AVENUE, 20FT E/OF 63RDDRIVE, BRONX","W 14th Ave,20ft E/of 63rd Dr,BRONX,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=W 14TH AVENUE, 20FT E/OF 63RDDRIVE, BRONX&size=50",,40.851349,-73.91072
JBN7854,NY,PAS,8574594726,2021-08-09,6,18A,FIRE HYDRANT,NA,115,0,0,0,0,115,052,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wNUVWVFZPUkdONVRtYzlQUT09&locationName=_____________________),Monday,2021,8,9,4DSD,2013,2755 Reservoir Ave,"145 FORCE TUBE AVENUE, 40FT E/OF 2ND AVE,BRONX","145 Force Tube Ave,40ft E/of 2nd Ave,BRONX,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=145 FORCE TUBE AVENUE, 40FT E/OF 2ND AVE,BRONX&size=50",,40.683359,-73.879131
JRY9089,NY,PAS,8579066220,2021-03-27,11,28A,FIRE HYDRANT,NA,115,0,0,0,0,115,081,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk0wOVVRVEpPYWtsNVRVRTlQUT09&locationName=_____________________),Saturday,2021,3,27,NA,NA,NA,"989 E 10TH STREET, 15FT S/OF ROOSEVELT,BROOKLYN","989 E 10th St,15ft S/of Roosevelt,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=989 E 10TH STREET, 15FT S/OF ROOSEVELT,BROOKLYN&size=50",,40.624962,-73.965971
CGP9485,NY,PAS,8599686550,2021-01-08,9,46A,FIRE HYDRANT,NA,115,0,0,0,115,0,084,Brooklyn,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5VOVVXVFJPYWxVeFRVRTlQUT09&locationName=_____________________),Friday,2021,1,8,NA,NA,NA,"238 WEST 146 STREET,30FT N/OF LIBERTYAVENUE, BROOKLYN","238 WEST 146 STREET,30ft N/of Liberty Av,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=238 WEST 146 STREET,30FT N/OF LIBERTYAVENUE, BROOKLYN&size=50",,40.82289,-73.940424
KHE1559,NY,PAS,8605983747,2021-01-14,7,04A,FIRE HYDRANT,NA,115,0,0,0,0,115,045,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVhelJOZW1Nd1RuYzlQUT09&locationName=_____________________),Thursday,2021,1,14,NA,NA,NA,"66 GARFIELD PLACE, 8FT E/OF CLOVE RD,BRONX","66 Garfield Pl,8ft E/of Clove Rd,BRONX,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=66 GARFIELD PLACE, 8FT E/OF CLOVE RD,BRONX&size=50",,40.674633,-73.982133
JMK4695,NY,PAS,8605988071,2021-02-04,8,01A,FIRE HYDRANT,NA,115,0,0,0,0,115,049,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwNVVhelJQUkVFelRWRTlQUT09&locationName=_____________________),Thursday,2021,2,4,NA,NA,NA,"2839 CHURCH AVENUE, 30FT N/OF BROOME STREET, BRONX","2839 Church Ave,30ft N/of Broome St,BRONX,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=2839 CHURCH AVENUE, 30FT N/OF BROOME STREET, BRONX&size=50",,40.651004,-73.95014
JHA5872,NY,PAS,8623098468,2021-09-15,17,30P,FIRE HYDRANT,NA,115,0,0,115,0,0,052,Bronx,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMTZRVFZQUkZFeVQwRTlQUT09&locationName=_____________________),Wednesday,2021,9,15,4DSD,2008,400 E 199th St,"10 PRINCE STREET, 8FT W/OF MADISON AVENUE, BRONX","10 Prince St,8ft W/of Madison Ave,BRONX,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=10 PRINCE STREET, 8FT W/OF MADISON AVENUE, BRONX&size=50",,40.722438,-73.993926
JLU9845,NY,PAS,8624625932,2021-09-30,0,32A,FIRE HYDRANT,NA,115,0,0,0,0,115,075,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVNUVXWGxPVkd0NlRXYzlQUT09&locationName=_____________________),Thursday,2021,9,30,SUBN,2002,N Atlantic Ave,"41 GOODWIN PLACE, 70FT N/OF W 163RD STREET, BROOKLYN","41 Goodwin Pl,70ft N/of W 163rd St,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=41 GOODWIN PLACE, 70FT N/OF W 163RD STREET, BROOKLYN&size=50",,40.691603,-73.923475
KDW4151,NY,PAS,8640485513,2021-04-16,16,22P,FIRE HYDRANT,NA,115,0,0,115,0,0,114,Queens,TRAFFIC,HEARING HELD-NOT GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMUVVVFJPVkZWNFRYYzlQUT09&locationName=_____________________),Friday,2021,4,16,NA,NA,NA,"988 BEDFORD AVENUE, STREET, QUEENS","988 Bedford Ave,ST,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=988 BEDFORD AVENUE, STREET, QUEENS&size=50",,40.691156,-73.955691
GPB6168,NY,PAS,8642963475,2021-10-18,7,25A,FIRE HYDRANT,NA,115,0,0,0,0,115,114,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMXFhekpOZWxFelRsRTlQUT09&locationName=_____________________),Monday,2021,10,18,SUBN,2005,39-46 27th St,"2458 NOSTRAND AVENUE, 30FT N/OF 50TH AVE,QUEENS","2458 Nostrand Ave,30ft N/of 50th Ave,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=2458 NOSTRAND AVENUE, 30FT N/OF 50TH AVE,QUEENS&size=50",,40.624817,-73.946901
HYS4551,NY,PAS,8658676997,2021-10-07,14,22P,FIRE HYDRANT,NA,115,0,0,0,0,115,019,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VOUVXVE5PYW1zMVRuYzlQUT09&locationName=_____________________),Thursday,2021,10,7,SUBN,2012,223 E 78th St,"1655 FLATBUSH AVENUE, 25FT S/OF CLAREMONT,MANHATTAN","1655 Flatbush Ave,25ft S/of Claremont,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=1655 FLATBUSH AVENUE, 25FT S/OF CLAREMONT,MANHATTAN&size=50",,40.630403,-73.944382
KGR7463,NY,PAS,8658677631,2021-10-08,18,02P,FIRE HYDRANT,NA,115,0,0,0,0,115,030,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1VOUVXVE5PZWxsNlRWRTlQUT09&locationName=_____________________),Friday,2021,10,8,4DSD,2009,509 W 155th St,"5318 CHURCH AVENUE, 75FT N/OF CLAY AVE,MANHATTAN","5318 Church Ave,75ft N/of Clay Ave,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=5318 CHURCH AVENUE, 75FT N/OF CLAY AVE,MANHATTAN&size=50",,40.652165,-73.926813
KGY7703,NY,PAS,8664498969,2021-09-15,17,25P,FIRE HYDRANT,NA,115,0,0,0,0,115,017,Manhattan,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNUVVVFZQUkdzeVQxRTlQUT09&locationName=_____________________),Wednesday,2021,9,15,SUBN,2021,400 E 54th St,"223 57TH STREET, 10FT E/OF AVENUE W,MANHATTAN","223 57th St,10ft E/of Avenue W,MANHATTAN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=223 57TH STREET, 10FT E/OF AVENUE W,MANHATTAN&size=50",,40.76014,-73.966415
KER8206,NY,PAS,8667393680,2021-08-25,8,23A,FIRE HYDRANT,NA,115,0,0,0,115,0,108,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNTZUVFZOZWxrMFRVRTlQUT09&locationName=_____________________),Wednesday,2021,8,25,4DSD,2010,41-05 37th St,"1305 DELMAR LOOP,60FT N/OF HYLAN BOULEVARD, QUEENS","1305 Delmar Loop,60ft N/of Hylan Blvd,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=1305 DELMAR LOOP,60FT N/OF HYLAN BOULEVARD, QUEENS&size=50",,40.64941,-73.882037
JNW4541,NY,PAS,8690409701,2021-10-28,5,17A,FIRE HYDRANT,NA,115,0,0,0,0,115,072,Brooklyn,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5VMUVVWGRQVkdOM1RWRTlQUT09&locationName=_____________________),Thursday,2021,10,28,NA,NA,NA,"2915 NEWKIRK AVENUE, TH AVE,BROOKLYN","2915 Newkirk Ave,TH AVE,BROOKLYN,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=2915 NEWKIRK AVENUE, TH AVE,BROOKLYN&size=50",,40.640179,-73.948758
KDA2505,NY,PAS,8693644180,2021-09-28,8,50A,FIRE HYDRANT,NA,115,0,0,0,0,115,041,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5VMTZXVEJPUkVVMFRVRTlQUT09&locationName=_____________________),Tuesday,2021,9,28,SUBN,1999,1100 E 165th St,"220 E 58TH STREET, 5FT S/OF WESTCHESTER,BRONX","220 E 58th St,5ft S/of Westchester,BRONX,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=220 E 58TH STREET, 5FT S/OF WESTCHESTER,BRONX&size=50",,40.649781,-73.922677
JKC2935,NY,PAS,8706832714,2021-04-30,6,04A,FIRE HYDRANT,NA,115,0,0,0,115,0,109,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamQwNXFaM3BOYW1ONFRrRTlQUT09&locationName=_____________________),Friday,2021,4,30,NA,NA,NA,"W 5TH AVENUE, 5FT S/OF ST MARKSAVENUE, QUEENS","W 5th Ave,5ft S/of St Marks Av,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=W 5TH AVENUE, 5FT S/OF ST MARKSAVENUE, QUEENS&size=50",,40.560411,-74.178127
HZZ3306,NY,PAS,8719330480,2021-04-29,7,24A,FIRE HYDRANT,NA,115,0,0,0,115,0,102,Queens,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFOVVUWHBOUkZFMFRVRTlQUT09&locationName=_____________________),Thursday,2021,4,29,NA,NA,NA,"N 26TH AVENUE, 20FT S/OF E 70TH STREET, QUEENS","N 26th Ave,20ft S/of E 70th St,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=N 26TH AVENUE, 20FT S/OF E 70TH STREET, QUEENS&size=50",,40.747553,-73.83006
KNU6992,NY,PAS,8722999310,2021-10-22,14,24P,FIRE HYDRANT,NA,115,0,0,0,0,115,044,Bronx,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVVMXFhelZQVkUxNFRVRTlQUT09&locationName=_____________________),Friday,2021,10,22,SUBN,2017,1015 Grand Concourse,"3480 NOSTRAND AVENUE, 15FT N/OF AUSTIN STREET, BRONX","3480 Nostrand Ave,15ft N/of Austin St,BRONX,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=3480 NOSTRAND AVENUE, 15FT N/OF AUSTIN STREET, BRONX&size=50",,40.599217,-73.942036
KDE7887,NY,PAS,8723935285,2021-05-06,6,17A,FIRE HYDRANT,NA,115,0,0,0,0,115,110,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVVMTZhM3BPVkVrMFRsRTlQUT09&locationName=_____________________),Thursday,2021,5,6,NA,NA,NA,"452 9TH STREET, 10FT W/OF AVENUE M,QUEENS","452 9th St,10ft W/of Avenue M,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=452 9TH STREET, 10FT W/OF AVENUE M,QUEENS&size=50",,40.666554,-73.981418
JPM6371,NY,PAS,8723939813,2021-06-07,7,44A,FIRE HYDRANT,NA,115,0,0,0,0,115,115,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVVMTZhM3BQVkdkNFRYYzlQUT09&locationName=_____________________),Monday,2021,6,7,NA,NA,NA,"480 AVENUE P,30FT W/OF OCEAN PARKWAY, QUEENS","480 Avenue P,30ft W/of Ocean Pky,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=480 AVENUE P,30FT W/OF OCEAN PARKWAY, QUEENS&size=50",,40.608927,-73.969613
KHF1480,NY,PAS,8723943660,2021-06-29,7,38A,FIRE HYDRANT,NA,115,0,0,0,0,115,110,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVVMTZhekJOZWxreVRVRTlQUT09&locationName=_____________________),Tuesday,2021,6,29,SUBN,2020,54-31 82nd St,"5803 ROCKAWAY BEACH BOULEVARD, 45FT S/OF 47TH AVENUE, QUEENS","5803 Rockaway Beach Blvd,45ft S/of 47th Ave,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=5803 ROCKAWAY BEACH BOULEVARD, 45FT S/OF 47TH AVENUE, QUEENS&size=50",,40.591867,-73.788251
KRC2163,NY,PAS,8723947287,2021-07-19,9,53A,FIRE HYDRANT,NA,115,0,0,0,0,115,110,Queens,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVVMTZhekJPZWtrMFRuYzlQUT09&locationName=_____________________),Monday,2021,7,19,SUBN,0,N 58th Ave,"N AVENUE R,E AVENUE, QUEENS","N Avenue R,E AVE,QUEENS,New York, NY","https://geosearch.planninglabs.nyc/v1/autocomplete?text=N AVENUE R,E AVENUE, QUEENS&size=50",,40.635423,-74.099897
