"plate","state","license_type","summons_number","issue_date","violation_time","violation","judgment_entry_date","fine_amount","penalty_amount","interest_amount","reduction_amount","payment_amount","amount_due","precinct","county","issuing_agency","violation_status","summons_image"
"JHN9020","NY","PAS",8895471544,"03/30/2021","09:00A","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,65,0,"006","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VNVVVVE5OVkZVd1RrRTlQUT09&locationName=_____________________)"
"KDX7924","NY","PAS",8850744043,"06/21/2021","02:51P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,0,35,"114","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMUVZekJPUkVFd1RYYzlQUT09&locationName=_____________________)"
"KGL2332","NY","PAS",2000350252,"04/19/2021","09:02A","NO PARKING-STREET CLEANING",NA,65,0,0,65,0,0,"112","Qns","DEPARTMENT OF SANITATION","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFdwQmQwMUVUVEZOUkVreFRXYzlQUT09&locationName=_____________________)"
"JBB3153","NY","PAS",8994151059,"03/31/2021","03:03P","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"079","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVSVEZOVkVFeFQxRTlQUT09&locationName=_____________________)"
"HPW2815","NY","PAS",8861474445,"02/20/2021","04:49P","DOUBLE PARKING",NA,115,0,0,0,0,115,"114","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1rMVVVVE5PUkZFd1RsRTlQUT09&locationName=_____________________)"
"JHJ6395","NY","PAS",8968551996,"02/27/2021","01:03A","FIRE HYDRANT",NA,115,0,0,0,0,115,"049","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rOUVWVEZOVkdzMVRtYzlQUT09&locationName=_____________________)"
"GMB7005","NY","PAS",1482607207,"03/31/2021","07:21A","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,0,0,115,"079","K","DEPARTMENT OF SANITATION","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMXFXWGRPZWtsM1RuYzlQUT09&locationName=_____________________)"
"KJC1151","NY","PAS",8887426533,"08/27/2021","09:38A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"104","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FNTZVWGxPYWxWNlRYYzlQUT09&locationName=_____________________)"
"KFJ4329","NY","PAS",8967785276,"07/30/2021","05:22P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,0,35,"052","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNTZZelJPVkVrelRtYzlQUT09&locationName=_____________________)"
"FEZ9210","NY","PAS",8957907749,"03/09/2021","11:32A","FRONT OR BACK PLATE MISSING",NA,65,0,0,0,0,65,"041","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VNTZhM2RPZW1Nd1QxRTlQUT09&locationName=_____________________)"
"KKB9821","NY","PAS",4726454523,"03/16/2021","08:35P","PHTO SCHOOL ZN SPEED VIOLATION","07/22/2021",50,25,2.12,0,0,77.12,"000","BK","DEPARTMENT OF TRANSPORTATION","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSamVVNXFVVEZPUkZWNVRYYzlQUT09&locationName=_____________________)"
"JGT1645","NY","PAS",8835690419,"07/30/2021","07:52A","FRONT OR BACK PLATE MISSING",NA,65,0,0,0,0,65,"114","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrNVVXVFZOUkZGNFQxRTlQUT09&locationName=_____________________)"
"JHJ6657","NY","PAS",8995160202,"06/01/2021","12:11P","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,65,0,"094","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNVVSVEpOUkVsM1RXYzlQUT09&locationName=_____________________)"
"JMX5269","NY","PAS",8946906273,"03/17/2021","08:32A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"032","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FNXFhM2RPYWtrelRYYzlQUT09&locationName=_____________________)"
"KFA5624","NY","PAS",8878793530,"10/27/2021","08:32A","NO PARKING-DAY/TIME LIMITS",NA,60,0,0,0,0,60,"108","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wOUVZelZOZWxWNlRVRTlQUT09&locationName=_____________________)"
"KLF7630","NY","PAS",8751492180,"08/09/2021","09:44A","NO STANDING-BUS STOP",NA,115,0,0,0,0,115,"104","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VMVVVVFZOYWtVMFRVRTlQUT09&locationName=_____________________)"
"JNZ2779","NY","PAS",8992804714,"04/07/2021","05:06P","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"079","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMXFaM2RPUkdONFRrRTlQUT09&locationName=_____________________)"
"KDZ9128","NY","PAS",8992815797,"06/02/2021","02:14P","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,65,0,"090","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMXFaM2hPVkdNMVRuYzlQUT09&locationName=_____________________)"
"KKD5129","NY","PAS",8942071934,"06/04/2021","08:44A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"028","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FMXFRVE5OVkd0NlRrRTlQUT09&locationName=_____________________)"
"KDA5681","NY","PAS",8907715919,"06/09/2021","09:16A","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,35,0,0,"114","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwNTZZM2hPVkd0NFQxRTlQUT09&locationName=_____________________)"
"GXG4803","NY","PAS",8973634793,"06/10/2021","00:50A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"067","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZXWHBPUkdNMVRYYzlQUT09&locationName=_____________________)"
"KJM7710","NY","PAS",8842579282,"10/20/2021","07:19A","FIRE HYDRANT",NA,115,0,0,0,0,115,"063","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMXFWVE5QVkVrMFRXYzlQUT09&locationName=_____________________)"
"HWJ9036","NY","PAS",8845733427,"01/07/2021","06:53A","FIRE HYDRANT",NA,115,0,0,0,0,115,"030","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FNVVZM3BOZWxGNVRuYzlQUT09&locationName=_____________________)"
"KEJ4198","NY","PAS",8960727519,"10/15/2021","09:08A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"043","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMUVZM2xPZWxWNFQxRTlQUT09&locationName=_____________________)"
"KPK6630","NY","PAS",8981772393,"08/26/2021","12:12P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,35,0,0,"067","K","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMVVZek5OYWswMVRYYzlQUT09&locationName=_____________________)"
"HPW4532","NY","PAS",8958359791,"04/05/2021","06:41A","SIDEWALK",NA,115,0,0,0,0,115,"042","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VOUVUVEZQVkdNMVRWRTlQUT09&locationName=_____________________)"
"JPG8422","NY","PAS",1475051141,"05/06/2021","01:37P","NO STOPPING-DAY/TIME LIMITS",NA,115,0,0,0,0,115,"013","NY","POLICE DEPARTMENT","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk0wNVVRVEZOVkVVd1RWRTlQUT09&locationName=_____________________)"
"HFW8818","NY","PAS",8963549409,"10/18/2021","12:33P","NO STANDING-BUS STOP",NA,115,0,0,0,0,115,"052","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMTZWVEJQVkZGM1QxRTlQUT09&locationName=_____________________)"
"KEF8726","NY","PAS",8751488395,"07/22/2021","09:43A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"104","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak1VMVVVVFJQUkUwMVRsRTlQUT09&locationName=_____________________)"
"KLE6134","NY","PAS",8909849903,"09/22/2021","02:10P","DOUBLE PARKING",NA,115,0,0,0,115,0,"010","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwOVVaekJQVkd0M1RYYzlQUT09&locationName=_____________________)"
"HCX4848","NY","PAS",8951442380,"10/13/2021","01:33P","NO STANDING-COMM METER ZONE",NA,115,0,0,0,0,115,"019","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMVVVVEJOYWswMFRVRTlQUT09&locationName=_____________________)"
"JAF1298","NY","PAS",8973472690,"05/15/2021","07:28A","NO STANDING-BUS STOP",NA,115,0,0,0,0,115,"071","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZVVE5OYWxrMVRVRTlQUT09&locationName=_____________________)"
"GCA4366","NY","PAS",8895692706,"10/01/2021","03:00P","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"106","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VNVVXVFZOYW1OM1RtYzlQUT09&locationName=_____________________)"
"JSC8808","NY","PAS",8994233908,"10/26/2021","04:31P","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"079","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VNUVTWHBOZW10M1QwRTlQUT09&locationName=_____________________)"
"JFG8928","NY","PAS",8845593368,"04/05/2021","08:44A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"108","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FNVVWVFZOZWsweVQwRTlQUT09&locationName=_____________________)"
"KHM2766","NY","PAS",1485229157,"10/20/2021","01:45P","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,0,0,115,"102","Q","POLICE DEPARTMENT","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FNVVTWGxQVkVVeFRuYzlQUT09&locationName=_____________________)"
"JNK6141","NY","PAS",8982880550,"08/16/2021","01:19P","FIRE HYDRANT",NA,115,0,0,0,0,115,"078","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMXFaelJOUkZVeFRVRTlQUT09&locationName=_____________________)"
"JCM1839","NY","PAS",8983962689,"05/08/2021","12:11P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,0,0,35,"068","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMTZhekpOYWxrMFQxRTlQUT09&locationName=_____________________)"
"GJC6437","NY","PAS",8953218500,"06/01/2021","04:02P","EXPIRED MUNI METER",NA,35,0,0,0,0,35,"028","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1VMTZTWGhQUkZWM1RVRTlQUT09&locationName=_____________________)"
"FRW7119","NY","PAS",8836646270,"09/09/2021","02:41P","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"109","Q","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrNXFXVEJPYWtrelRVRTlQUT09&locationName=_____________________)"
"ETX9469","NY","PAS",8854774972,"01/08/2021","02:07P","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,65,0,"030","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNUVZek5PUkdzelRXYzlQUT09&locationName=_____________________)"
"HXU7117","NY","PAS",8983507731,"04/16/2021","12:08P","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"071","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FMTZWWGRPZW1ONlRWRTlQUT09&locationName=_____________________)"
"HUV2835","NY","PAS",8963465822,"06/21/2021","02:12P","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,0,0,115,"042","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMTZVVEpPVkdkNVRXYzlQUT09&locationName=_____________________)"
"GJH9253","NY","PAS",1483981216,"06/17/2021","06:39P","NO PARKING-DAY/TIME LIMITS",NA,60,0,0,60,0,0,"071","K","OTHER/UNKNOWN AGENCIES","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMTZhelJOVkVsNFRtYzlQUT09&locationName=_____________________)"
"JKD8751","NY","PAS",8817188384,"10/04/2021","07:31A","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,0,115,0,"019","NY","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVFNTZSVFJQUkUwMFRrRTlQUT09&locationName=_____________________)"
"JHM1285","NY","PAS",8872194714,"08/09/2021","02:49P","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"105","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk0wMXFSVFZPUkdONFRrRTlQUT09&locationName=_____________________)"
"JPN2400","NY","PAS",8973307721,"04/23/2021","08:38A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"072","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZUWGRPZW1ONVRWRTlQUT09&locationName=_____________________)"
"DTM6325","NY","PAS",8973506535,"05/04/2021","12:44P","FIRE HYDRANT",NA,115,0,0,0,0,115,"063","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wMTZWWGRPYWxWNlRsRTlQUT09&locationName=_____________________)"
"JHN9040","NY","PAS",8793339562,"03/22/2021","08:06A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"104","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5VMTZUWHBQVkZVeVRXYzlQUT09&locationName=_____________________)"
"KHN8428","NY","PAS",8918441514,"10/02/2021","07:07A","INSP STICKER-MUTILATED/C'FEIT",NA,65,0,0,0,0,65,"001","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFOUVVVEJOVkZWNFRrRTlQUT09&locationName=_____________________)"
"GVU1514","NY","PAS",8910819030,"04/28/2021","12:30P","FAIL TO DSPLY MUNI METER RECPT",NA,65,0,0,0,0,65,"013","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFMUVaM2hQVkVGNlRVRTlQUT09&locationName=_____________________)"
"KGF2777","NY","PAS",8984465896,"07/13/2021","01:54P","FIRE HYDRANT",NA,115,0,0,0,0,115,"062","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNUVVVEpPVkdjMVRtYzlQUT09&locationName=_____________________)"
"JLE2472","NY","PAS",8881008403,"01/18/2021","09:04A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,65,0,"114","Q","TRAFFIC","HEARING ADJOURNMENT","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FMVVRWGRQUkZGM1RYYzlQUT09&locationName=_____________________)"
"KEH4244","NY","PAS",8909209549,"05/03/2021","08:38A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"013","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwOVVTWGRQVkZVd1QxRTlQUT09&locationName=_____________________)"
"HSE1450","NY","PAS",8852638015,"07/03/2021","09:05A","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"102","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VMXFXWHBQUkVGNFRsRTlQUT09&locationName=_____________________)"
"KPD5847","NY","PAS",8967167350,"09/01/2021","01:07P","FRONT OR BACK PLATE MISSING",NA,65,0,0,65,0,0,"047","BX","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNTZSVEpPZWsweFRVRTlQUT09&locationName=_____________________)"
"GHR2057","NY","PAS",8844210230,"02/12/2021","11:43A","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,35,0,0,"114","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FNUVTWGhOUkVsNlRVRTlQUT09&locationName=_____________________)"
"KMG5020","NY","PAS",4749737872,"09/22/2021","12:40P","PHTO SCHOOL ZN SPEED VIOLATION",NA,50,0,0,0,0,50,"000","QN","DEPARTMENT OF TRANSPORTATION","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSak1FOVVZM3BPZW1jelRXYzlQUT09&locationName=_____________________)"
"JAA5774","NY","PAS",8992803953,"04/02/2021","03:58P","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"083","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5VMXFaM2ROZW1zeFRYYzlQUT09&locationName=_____________________)"
"GVA1572","NY","PAS",8986722355,"06/09/2021","06:38A","FIRE HYDRANT",NA,115,0,0,0,0,115,"077","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FNXFZM2xOYWsweFRsRTlQUT09&locationName=_____________________)"
"KJK9310","NY","PAS",8796029730,"04/09/2021","03:36P","FAIL TO DSPLY MUNI METER RECPT",NA,35,0,0,35,0,0,"109","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSak5VNXFRWGxQVkdONlRVRTlQUT09&locationName=_____________________)"
"KKJ6575","NY","PAS",8964742291,"10/29/2021","12:12P","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"040","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNUVZekJOYWtrMVRWRTlQUT09&locationName=_____________________)"
"JPH5480","NY","PAS",8890907174,"10/20/2021","08:16A","NO STANDING-BUS STOP",NA,115,0,0,0,0,115,"068","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5VMUVhM2RPZWtVelRrRTlQUT09&locationName=_____________________)"
"JHR2295","NY","PAS",8886452317,"01/27/2021","02:27P","INSP. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"044","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk5FNXFVVEZOYWsxNFRuYzlQUT09&locationName=_____________________)"
"JJG4662","NY","PAS",8936450270,"02/17/2021","02:46P","FRONT OR BACK PLATE MISSING",NA,65,0,0,65,0,0,"113","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVrNXFVVEZOUkVrelRVRTlQUT09&locationName=_____________________)"
"FDT5218","NY","PAS",1446893080,"08/21/2021","11:25A","NO PARKING-DAY/TIME LIMITS",NA,60,0,0,0,0,60,"034","NY","PARKS DEPARTMENT","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk1FNXFaelZOZWtFMFRVRTlQUT09&locationName=_____________________)"
"KGG4890","NY","PAS",8949204605,"07/14/2021","10:17A","NO PARKING-DAY/TIME LIMITS",NA,60,0,0,0,0,60,"034","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1FOVVTWGRPUkZsM1RsRTlQUT09&locationName=_____________________)"
"GRZ6944","NY","PAS",8967270185,"07/16/2021","02:44P","DOUBLE PARKING",NA,115,0,0,0,115,0,"040","BX","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNTZTVE5OUkVVMFRsRTlQUT09&locationName=_____________________)"
"KMN4129","NY","PAS",8837045992,"10/11/2021","09:13A","FIRE HYDRANT",NA,115,0,0,0,0,115,"104","Q","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbmVrNTZRVEJPVkdzMVRXYzlQUT09&locationName=_____________________)"
"GKZ9607","NY","PAS",8961159770,"04/10/2021","10:45A","EXPIRED MUNI METER",NA,35,0,0,0,0,35,"043","BX","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rMVVSVEZQVkdNelRVRTlQUT09&locationName=_____________________)"
"HES4229","NY","PAS",1480586389,"05/22/2021","08:43P","NIGHTTIME STD/ PKG IN A PARK",NA,95,0,0,95,0,0,"045","BX","POLICE DEPARTMENT","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VFZSUk5FMUVWVFJPYWswMFQxRTlQUT09&locationName=_____________________)"
"JRD3233","NY","PAS",8965515750,"06/21/2021","11:58A","INSP STICKER-MUTILATED/C'FEIT",NA,65,0,0,65,0,0,"048","BX","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck1rNVVWWGhPVkdNeFRVRTlQUT09&locationName=_____________________)"
"JPL7253","NY","PAS",8841411910,"01/17/2021","07:44A","NO PARKING-DAY/TIME LIMITS",NA,60,0,0,0,0,60,"090","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVVWGhOVkd0NFRVRTlQUT09&locationName=_____________________)"
"KLL3716","NY","PAS",8976673712,"09/30/2021","09:09A","NO PARKING-STREET CLEANING",NA,65,0,0,0,0,65,"060","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNXFXVE5OZW1ONFRXYzlQUT09&locationName=_____________________)"
"JHS6068","NY","PAS",8989765675,"06/22/2021","01:47P","NO STANDING-DAY/TIME LIMITS",NA,115,0,0,0,115,0,"084","K","TRAFFIC","HEARING HELD-GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck5FOVVZekpPVkZrelRsRTlQUT09&locationName=_____________________)"
"KDX1099","NY","PAS",8841144476,"10/18/2021","08:07A","REG. STICKER-EXPIRED/MISSING",NA,65,0,0,0,0,65,"023","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1FMVVSVEJPUkZFelRtYzlQUT09&locationName=_____________________)"
"CLJ8108","NY","PAS",8906402776,"10/07/2021","01:38P","EXPIRED MUNI METER",NA,35,0,0,35,0,0,"111","Q","TRAFFIC","HEARING HELD-NOT GUILTY","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwNXFVWGROYW1NelRtYzlQUT09&locationName=_____________________)"
"BXM5793","NY","PAS",8924275847,"10/22/2021","09:25P","FAIL TO DSPLY MUNI METER RECPT",NA,65,0,0,0,0,65,"019","NY","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVVNUVTVE5PVkdjd1RuYzlQUT09&locationName=_____________________)"
"KGW4384","NY","PAS",8976876830,"08/10/2021","08:04A","FIRE HYDRANT",NA,115,0,0,0,0,115,"067","K","TRAFFIC","HEARING PENDING","View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSck0wNXFaek5PYW1kNlRVRTlQUT09&locationName=_____________________)"
